Genes	12-5	12-6	12-13	12-15	18-1	18-2	18-3	18-8
gbgene3485	160270	98088	41576	76315	53280	38	78592	84892
gbgene3486	62	54	43	43	52	28	76	73
gbgene3487	68	26	53	37	57	34	75	75
gbgene3488	8	24	6	5	7	0	5	7
gbgene3489	291	166	117	140	126	97	99	222
gbgene3490	7	20	76	73	7	110	29	16
gbgene3491	74	44	116	86	138	202	75	40
gbgene3492	320	221	195	216	147	342	219	229
gbgene3493	0	0	0	0	0	0	0	0
gbgene3494	2	2	0	0	0	0	0	0
gbgene3495	7	5	7	14	1	15	6	11
gbgene3496	1192	891	1367	978	830	1796	966	990
gbgene3497	130	79	161	93	134	129	142	155
gbgene3498	633	110	335	583	221	222	261	456
gbgene3499	1706	104	128	226	146	70	227	180
gbgene3500	1988	1232	823	1416	920	238	1672	1631
gbgene3501	452	275	629	515	333	511	383	596
gbgene3502	93	84	187	145	104	106	195	170
gbgene3503	1352	770	3261	1415	1200	943	7540	1375
gbgene3504	1260	473	846	1173	817	482	1233	1372
gbgene3505	1551	483	891	1584	1005	665	1602	1530
gbgene3506	651	392	746	906	668	964	924	1328
gbgene3507	4725	1698	36	52	45	14	50	34
gbgene3508	507	192	15	10	18	1	59	10
gbgene3509	36	2	29	11	20	0	22	34
gbgene3510	685	296	767	698	453	634	658	1005
gbgene3511	1	3	2	1	4	4	3	4
gbgene3512	110	148	9	1	7	558	2	0
gbgene3513	0	0	0	0	1	0	0	0
gbgene3514	0	0	0	0	0	0	1	0
gbgene3515	0	0	0	0	0	0	4	0
gbgene3516	60	26	65	59	38	71	88	71
gbgene3517	14	0	26	31	6	83	17	15
gbgene3518	0	0	0	3	0	0	2	4
gbgene3519	0	0	0	1	0	0	0	0
gbgene3520	0	7	2	7	10	9	0	32
gbgene3521	1	5	0	0	0	0	1	0
gbgene3522	4477	3002	1660	2797	2520	2	3648	4270
gbgene3523	8	4	5	9	2	6	2	0
gbgene3524	288	101	132	117	54	84	78	35
gbgene3525	22	23	3	4	16	7	26	0
gbgene3526	148	183	248	145	85	309	214	201
gbgene3527	243	228	603	522	229	608	436	625
gbgene3528	303	184	294	183	74	230	224	139
gbgene3529	7	0	13	29	9	8	11	19
gbgene3530	787	518	436	442	363	219	677	481
gbgene3531	4456	1472	3591	5511	4535	1294	6533	5427
gbgene3532	12195	8205	21814	15183	5692	16046	13415	15373
gbgene3533	91	7	25	58	119	24	117	104
gbgene3534	4835	2293	1745	3384	2353	256	3950	3915
gbgene3535	682	282	351	586	414	206	786	575
gbgene3536	91	73	116	185	111	69	175	165
gbgene3537	567	350	731	439	161	623	388	431
gbgene3538	14551	7450	9230	10154	8506	9437	12638	14063
gbgene3539	564	257	407	487	278	261	415	655
gbgene3540	61	288	556	367	153	442	282	416
gbgene3541	9103	3860	3713	7299	5013	667	7999	7185
gbgene3542	3302	1517	1152	1966	1600	648	2224	2178
gbgene3543	387	248	639	287	214	512	513	393
gbgene3544	212	149	127	242	172	63	286	232
gbgene3545	14	13	2	5	6	2	13	10
gbgene3546	25	14	10	71	4	8	41	21
gbgene3547	7	0	14	6	2	16	5	35
gbgene3548	0	0	0	0	0	0	0	0
gbgene3549	0	0	1	0	3	1	0	0
gbgene3550	0	0	9	0	2	1	0	9
gbgene3551	0	1	0	0	2	0	0	15
gbgene3552	0	0	0	0	0	0	0	0
gbgene3553	0	0	0	0	0	0	0	0
gbgene3554	87	30	58	65	21	27	94	20
gbgene3555	20	16	36	38	20	28	42	42
gbgene3556	575	239	215	537	490	10	617	605
gbgene3557	48841	24171	12636	22174	15638	7	22179	24911
gbgene3558	20	1	22	30	11	17	4	9
gbgene3559	0	1	11	8	11	5	19	3
gbgene3560	129	23	44	15	123	167	187	56
gbgene3561	0	0	25	23	0	0	68	0
gbgene3562	3463	1827	3410	3423	3208	5514	4607	4295
gbgene3563	980	547	573	618	397	489	727	701
gbgene3564	549	355	447	404	317	344	510	436
gbgene3565	1166	1026	2894	2064	822	4651	1527	1071
gbgene3566	150	58	62	55	77	35	74	68
gbgene3567	74113	35025	20315	36195	31671	16	54420	59405
gbgene3568	0	3	10	5	0	1	12	1
gbgene3569	19	41	38	12	79	0	44	16
gbgene3570	26988	14339	7858	15003	10084	162	14643	16050
gbgene3571	0	0	0	0	0	0	0	0
gbgene3572	8	6	14	1	3	16	2	5
gbgene3573	2129	1054	691	1508	1253	37	1782	2009
gbgene3574	6	1	4	32	0	1	18	14
gbgene3575	47	5	1	21	20	0	69	6
gbgene3576	400	171	88	226	124	15	217	241
gbgene3577	2269	1296	1500	1921	1760	984	2416	2127
gbgene3578	450	176	235	607	238	98	530	340
gbgene3580	0	0	0	1	1	0	0	1
gbgene3579	666	397	207	296	355	219	122	621
gbgene3581	15	10	18	18	30	63	43	57
gbgene3582	8	3	13	1	8	0	1	0
gbgene3583	3188	1816	10866	8578	4745	13660	6642	1802
gbgene3584	126	36	6	11	12	4	2	73
gbgene3585	256	255	115	113	75	122	105	143
gbgene3586	2	0	2	2	0	0	0	0
gbgene3587	1784	827	615	1222	952	32	1340	1555
gbgene3588	0	0	0	0	0	0	0	0
gbgene3589	833	483	394	411	153	196	355	220
gbgene3590	42	42	64	118	88	45	125	136
gbgene3591	581	310	13	26	23708	381	25736	32
gbgene3592	7	8	15	25	6	4	19	13
gbgene3593	0	0	0	0	0	0	0	0
gbgene3594	2	8	5	15	4	3	14	4
gbgene3595	246	114	317	263	281	608	276	94
gbgene3596	152	59	91	136	162	0	194	166
gbgene3597	92	60	83	116	119	0	126	120
gbgene3598	0	0	0	0	0	0	0	0
gbgene3599	94	39	39	62	52	0	94	118
gbgene3600	790	435	484	1525	835	3	1312	1167
gbgene3601	12	6	5	21	8	37	17	21
gbgene3602	34	0	6	12	2	3	7	1
gbgene3603	518	63	70	139	108	14	85	85
gbgene3604	45	50	100	123	105	3	228	114
gbgene3605	1	0	0	5	1	0	5	0
gbgene3606	28246	17842	23075	18429	14226	25880	20454	28108
gbgene3607	591	230	411	900	442	194	866	665
gbgene3608	1346	632	762	907	729	642	1057	1213
gbgene3609	678	388	410	757	487	173	951	639
gbgene3610	945	383	1240	1231	1010	690	1597	1489
gbgene3611	73	57	70	57	39	56	70	81
gbgene3612	127	56	88	90	52	88	103	97
gbgene3613	2803	1669	1237	1518	1527	1089	1982	1990
gbgene3614	26	29	134	66	6	66	22	94
gbgene3615	0	0	0	0	0	0	0	0
gbgene3616	2138	757	1109	1798	1346	639	2127	2021
gbgene3617	855	523	444	663	533	323	776	906
gbgene3618	366	136	305	290	219	389	283	269
gbgene3619	1	0	1	0	5	0	0	0
gbgene3620	136	192	467	455	152	556	589	15
gbgene3621	17	22	331	396	42	270	202	24
gbgene3622	54	86	652	363	213	642	324	66
gbgene3623	6	10	6	9	1	4	7	7
gbgene3624	0	0	0	0	0	0	0	0
gbgene3625	4	20	11	10	5	12	16	21
gbgene3626	0	0	0	0	0	0	0	0
gbgene3627	0	2	0	6	3	0	3	3
gbgene3628	44	43	177	128	150	216	108	70
gbgene3629	427	218	536	766	523	248	774	776
gbgene3630	2656	1381	2226	2388	2117	2263	3094	3321
gbgene3631	2197	1019	2176	2381	1780	1793	2583	2816
gbgene3632	3582	1933	1092	2091	1688	243	2631	2798
gbgene3633	398	292	465	505	433	323	649	654
gbgene3634	252	121	363	546	313	109	575	487
gbgene3635	15	9	22	31	18	7	43	28
gbgene3636	301	95	115	102	65	107	108	171
gbgene3637	11188	6449	4341	6337	4973	1728	7663	7413
gbgene3638	1422	460	817	1711	1140	5	1237	1830
gbgene3639	10432	6128	7914	8084	5244	8005	7926	7142
gbgene3640	3173	1024	451	409	158	920	235	813
gbgene3641	609	234	152	124	45	230	66	242
gbgene3642	5148	2737	1269	1775	1500	0	2315	2071
gbgene3643	0	0	0	0	0	0	0	0
gbgene3644	0	0	0	0	0	0	0	0
gbgene3645	0	0	0	0	0	0	0	0
gbgene3646	22	7	0	1	5	6	1	3
gbgene3647	83	216	432	313	122	438	292	328
gbgene3648	42	3	3	3	75	2573	7	8
gbgene3649	178	131	264	184	128	273	162	178
gbgene3650	14	0	1	2	0	0	8	2
gbgene3651	1772	1121	1469	1000	1021	1680	1003	1656
gbgene3652	897	554	973	961	644	889	1245	1389
gbgene3653	4497	3117	7093	6218	4407	7682	6272	5445
gbgene3654	63	5	37	24	4	38	42	23
gbgene3655	65	30	63	88	50	341	107	112
gbgene3656	0	0	0	0	0	0	0	0
gbgene3657	0	0	0	0	0	0	0	0
gbgene3658	2	0	0	1	0	0	0	0
gbgene3659	0	0	0	0	0	0	0	0
gbgene3660	60	63	22	11	191	23	233	10
gbgene3661	0	0	0	0	0	0	0	0
gbgene3662	6482	5838	19268	7205	8608	13112	6928	1985
gbgene3663	113	245	748	264	206	596	173	31
gbgene3664	5	3	1	5	6	9	5	6
gbgene3665	798	548	601	981	318	2795	523	360
gbgene3666	732	434	1301	1193	1058	1978	1143	1134
gbgene3667	218	117	217	167	179	290	263	229
gbgene3668	236	282	248	218	155	229	335	354
gbgene3669	124	86	159	123	79	202	134	121
gbgene3670	20	24	34	37	14	41	31	30
gbgene3671	1	0	1	3	1	1	6	0
gbgene3672	0	0	0	0	0	0	0	0
gbgene3673	2	0	8	0	1	3	2	1
gbgene3674	2	8	18	18	3	20	6	18
gbgene3675	1145	615	1070	1054	728	1577	1296	1347
gbgene3676	0	1	0	0	0	0	0	0
gbgene3677	4	0	1	0	0	0	0	0
gbgene3678	0	0	0	0	0	0	0	0
gbgene3679	0	0	0	0	0	0	0	0
gbgene3680	35	51	76	36	15	87	38	50
gbgene3681	0	0	0	0	0	0	0	0
gbgene3682	62	20	63	49	26	35	35	33
gbgene3683	1555	917	1031	897	714	836	1186	1342
gbgene3684	44	67	152	52	18	111	74	61
gbgene3685	0	0	0	0	0	1	0	0
gbgene3686	101	77	69	53	48	108	65	45
gbgene3687	34	19	26	12	10	32	22	15
gbgene3688	341	265	336	202	132	186	433	399
gbgene3689	0	0	2	0	0	1	0	0
gbgene3690	0	0	1	1	0	1	0	1
gbgene3691	1053	907	670	674	406	641	1186	1038
gbgene3692	1909	1162	1478	1608	1349	1717	2046	2364
gbgene3693	73	57	48	42	36	78	79	68
gbgene3694	56	32	46	32	33	45	64	53
gbgene3695	3777	2329	3170	2391	2148	5953	4085	3968
gbgene3696	4	1	4	5	5	15	8	15
gbgene3697	3404	2012	6694	5437	3640	9888	4978	1429
gbgene3698	1944	1327	7137	7036	7977	15573	9994	9188
gbgene3699	4	4	5	0	4	7	6	5
gbgene3700	18	13	16	23	10	23	13	10
gbgene3701	0	0	7	1	13	5	0	0
gbgene3702	4126	2800	2186	1631	3906	4198	5245	1987
gbgene3703	0	0	0	0	0	4	0	0
gbgene3704	0	0	0	0	0	0	0	0
gbgene3705	0	0	0	0	0	0	0	0
gbgene3706	0	0	0	0	0	0	0	0
gbgene3707	0	0	0	1	0	0	0	0
gbgene3708	2	0	0	0	0	0	0	0
gbgene3709	8	13	8	25	6	6	11	29
gbgene3710	5	0	0	0	0	0	0	0
gbgene3711	0	2	0	0	0	0	0	0
gbgene3712	6	4	5	2	7	5	5	11
gbgene3713	2	7	1	5	0	4	6	4
gbgene3714	70	16	32	22	17	44	64	43
gbgene3715	2282	1467	1029	408	394	874	1113	911
gbgene3716	1040	657	889	653	497	1163	668	664
gbgene3717	24	30	10	11	15	0	3	15
gbgene3718	7	29	1	4	11	2	4	23
gbgene3719	1648	1352	466	316	1549	1254	2324	686
gbgene3720	13	3	8	0	20	9	13	17
gbgene3721	24	26	11	12	13	12	12	20
gbgene3722	0	0	0	0	0	0	1	0
gbgene3723	15	7	4	1	5	7	10	21
gbgene3724	5	7	1	4	4	10	3	12
gbgene3725	0	0	0	0	0	0	0	0
gbgene3726	0	0	0	0	0	0	1	0
gbgene3727	0	0	0	0	0	0	0	0
gbgene3728	0	0	0	0	0	0	0	0
gbgene3729	243	167	193	191	117	205	207	213
gbgene3730	9	6	18	11	4	12	12	11
gbgene3731	76	41	89	40	25	39	56	98
gbgene3732	3146	1826	2195	1980	1857	3140	2324	2313
gbgene3733	416	229	410	293	251	559	420	356
gbgene3734	81	96	96	51	23	58	62	81
gbgene3735	0	0	1	0	0	0	0	1
gbgene3736	0	0	0	0	0	1	1	1
gbgene3737	639	426	473	375	270	583	527	404
gbgene3738	0	0	0	0	0	0	0	0
gbgene3739	0	3	0	0	0	2	4	0
gbgene3740	7	3	65	364	46	0	14	103
gbgene3741	0	0	0	0	0	0	0	0
gbgene3742	4	3	2	0	0	0	6	3
gbgene3743	1	25	0	0	0	0	0	0
gbgene3744	0	0	0	0	1	0	3	0
gbgene3745	0	1	0	0	0	0	0	0
gbgene3746	0	0	0	0	0	0	0	0
gbgene3747	0	0	0	0	0	0	0	0
gbgene3748	47	25	48	27	29	50	53	51
gbgene3749	0	0	0	0	0	0	0	0
gbgene3750	0	0	0	0	0	0	0	0
gbgene3751	0	0	0	0	0	0	0	0
gbgene3752	46	10	22	30	22	20	56	22
gbgene3753	0	0	0	0	0	0	0	0
gbgene3754	0	0	0	0	1	0	0	0
gbgene3755	0	0	0	0	0	0	0	0
gbgene3756	0	0	0	0	0	0	0	0
gbgene3757	955	499	633	569	610	937	844	763
gbgene3758	5	4	4	4	4	22	11	12
gbgene3759	2	0	4	1	0	5	0	0
gbgene3760	3523	2370	2353	1676	1119	2430	2146	2600
gbgene3761	595	365	495	379	273	566	454	407
gbgene3762	1980	766	1797	1254	1384	3382	1570	811
gbgene3763	898	600	688	572	477	920	739	710
gbgene3764	25	17	19	6	16	29	9	15
gbgene3765	311	153	301	222	221	419	298	331
gbgene3766	4	2	1	2	0	7	2	4
gbgene3767	25	28	150	26	21	56	42	45
gbgene3768	26	52	86	53	38	58	34	34
gbgene3769	68	30	67	46	44	67	62	101
gbgene3770	608	367	597	399	430	346	757	856
gbgene3771	5152	2931	1	14	2433	196	2685	31
gbgene3772	25314	12696	55	63	10250	955	12355	299
gbgene3773	1653	4205	1	8	1438	50	1566	35
gbgene3774	15	8	10	3	4	14	11	21
gbgene3775	6	0	6	2	2	1	2	13
gbgene3776	2	0	0	0	0	0	0	0
gbgene3777	0	0	0	0	0	0	0	0
gbgene3778	0	0	0	0	0	0	0	0
gbgene3779	12	20	12	9	3	4	11	13
gbgene3780	50	33	24	100	36	4	53	84
gbgene3781	845	1314	909	630	1206	0	1180	1530
gbgene3782	3324	1855	2789	1868	1822	3850	3057	2459
gbgene3783	45	28	61	44	18	57	51	53
gbgene3784	2	5	9	8	15	1	31	17
gbgene3785	1	10	10	3	20	4	24	16
gbgene3786	330	89	449	745	507	123	833	783
gbgene3787	144	110	267	117	116	157	116	352
gbgene3788	847	369	309	782	373	4	811	930
gbgene3789	763	570	379	672	591	779	1108	957
gbgene3790	1316	360	390	1389	822	4	1165	1283
gbgene3791	60	75	100	92	58	313	108	9
gbgene3792	1	0	0	0	0	0	0	0
gbgene3793	0	0	0	0	0	0	0	0
gbgene3794	32	8	0	0	1	0	2	3
gbgene3795	8	10	4	2	3	4	1	18
gbgene3796	4	2	0	1	1	0	3	0
gbgene3797	0	0	0	0	0	0	0	0
gbgene3798	17	19	0	0	6	14	20	1
gbgene3799	0	0	0	0	0	3	0	0
gbgene3800	0	0	0	0	0	0	0	0
gbgene3801	65	42	4	9	37	4	38	17
gbgene3802	0	0	16	16	38	0	53	3
gbgene3803	0	0	0	0	0	0	0	0
gbgene3804	11	1	0	0	0	0	2	0
gbgene3805	0	0	0	0	0	0	0	0
gbgene3806	0	0	0	1	0	0	2	0
gbgene3807	27370	15287	7405	12230	9275	987	15302	17223
gbgene3808	264	195	246	390	253	208	329	245
gbgene3809	1435	1207	3708	3112	1514	4056	2227	1888
gbgene3810	154	15	45	79	21	0	51	61
gbgene3811	560	289	442	312	270	479	454	490
gbgene3812	4283	2858	2579	2300	2059	3127	2803	3874
gbgene3813	186	92	249	237	128	126	191	251
gbgene3814	11	5	9	3	6	10	0	7
gbgene3815	0	0	2	8	12	5	0	1
gbgene3816	1	0	0	1	0	1	11	0
gbgene3817	5	0	0	7	2	2	6	7
gbgene3818	26	4	24	19	26	103	31	16
gbgene3819	21	10	175	137	84	87	89	34
gbgene3820	735	496	389	670	461	189	667	715
gbgene3821	8372	3479	2257	4858	3590	48	5713	6312
gbgene3822	0	0	0	0	0	0	0	0
gbgene3823	0	0	20	24	0	11	0	6
gbgene3824	2082	8389	5796	1387	3110	3989	4268	2057
gbgene3825	2	1	0	4	1	0	1	0
gbgene3826	83	52	143	270	65	5	390	765
gbgene3827	2134	1342	9071	8469	5461	15013	11589	13880
gbgene3828	597	433	2019	1859	1739	4294	2671	2800
gbgene3829	1779	684	948	947	1251	265	1770	1711
gbgene3830	34	11	6	8	4	1	6	5
gbgene3831	1237	546	249	516	460	1	581	548
gbgene3832	15	1	13	11	9	5	6	15
gbgene3833	0	0	0	0	0	2	0	0
gbgene3834	0	0	0	1	0	0	0	1
gbgene3835	44	14	79	118	33	24	50	93
gbgene3836	23	39	3	4	0	0	0	6
gbgene3837	451	737	608	338	170	283	473	1198
gbgene3838	193	50	64	81	87	11	196	103
gbgene3839	3850	2072	3220	2821	1842	3430	3154	3823
gbgene3840	759	265	474	704	395	511	629	581
gbgene3841	179	147	205	407	89	125	140	108
gbgene3842	20	0	32	4	1	5	8	1
gbgene3843	4591	1796	2167	2361	1512	1788	2162	3581
gbgene3844	2296	1016	799	889	739	148	1425	1553
gbgene3845	218	81	163	248	254	46	472	212
gbgene3846	195	221	68	119	56	17	120	86
gbgene3847	229	244	129	531	124	48	219	231
gbgene3848	151	58	171	131	97	201	200	201
gbgene3849	16476	8181	13540	13149	9832	15324	15438	16010
gbgene3850	19479	8601	132	207	834	287	1880	74
gbgene3851	113	128	104	190	124	356	41	27
gbgene3852	0	0	0	0	0	0	0	0
gbgene3853	2	0	0	0	0	1	0	0
gbgene3854	0	0	0	0	0	0	0	0
gbgene3855	327	128	133	231	178	38	230	338
gbgene3856	206	130	363	288	85	274	175	282
gbgene3857	233	239	1082	2184	500	97	2379	509
gbgene3858	32	6	2	8	9	13	20	14
gbgene3859	4863	2675	554	471	815	1248	990	845
gbgene3860	37	53	121	89	41	130	73	34
gbgene3861	0	0	0	0	0	0	0	0
gbgene3862	1987	810	789	1170	1015	260	1404	1347
gbgene3863	50	29	29	36	12	18	40	57
gbgene3864	2929	1415	1825	3026	2360	422	3476	3123
gbgene3865	27471	13751	9963	16677	14060	3316	20852	20786
gbgene3866	1773	800	454	815	611	60	850	809
gbgene3867	485	422	939	1163	828	747	953	793
gbgene3868	27	10	14	23	18	3	32	37
gbgene3869	18	3	32	57	43	8	51	43
gbgene3870	1500	378	333	913	851	1	1042	1334
gbgene3871	126	77	67	110	175	5	163	245
gbgene3872	0	0	0	0	0	0	0	0
gbgene3873	0	0	0	0	0	0	0	0
gbgene3874	0	0	0	0	0	0	0	0
gbgene3875	0	0	0	0	0	0	0	0
gbgene3876	19855	11710	4333	6553	7278	3	11707	11898
gbgene3877	3419	1573	1767	1400	884	1686	1807	1445
gbgene3878	2965	1282	956	2089	1668	1	2517	2712
gbgene3879	2354	522	696	1819	767	1618	755	1234
gbgene3880	489	294	289	360	223	275	315	459
gbgene3881	8488	4070	2376	4225	3669	181	5891	5871
gbgene3882	1161	538	501	781	509	236	756	836
gbgene3883	26628	11177	6854	12879	8124	43	11738	14346
gbgene3884	1754	1146	1189	1500	1204	1099	1645	1567
gbgene3885	102	84	62	23	13	176	16	18
gbgene3886	17870	8648	30828	25618	11992	19964	20379	27774
gbgene3887	190	211	179	149	74	115	92	200
gbgene3888	276	108	364	184	144	265	239	255
gbgene3889	1361	747	1002	802	540	831	1083	805
gbgene3890	0	0	0	0	0	0	0	0
gbgene3891	0	0	1	0	2	1	0	0
gbgene3892	0	0	0	0	0	0	0	0
gbgene3893	884	639	1029	727	582	908	1124	1098
gbgene3894	0	0	0	0	0	0	0	0
gbgene3895	3122	1370	1212	2260	1767	2	2927	4192
gbgene3896	1519	988	358	388	305	379	448	355
gbgene3897	477	329	505	454	177	610	243	640
gbgene3898	692	210	567	789	455	345	826	886
gbgene3899	54143	29934	10662	19185	16173	10	24626	27805
gbgene3900	1	4	34	64	9	7	19	6
gbgene3901	0	0	0	0	0	0	0	0
gbgene3902	90	29	477	209	404	367	536	613
gbgene3903	9885	4544	37655	48654	24208	50457	37406	40609
gbgene3904	1148	1125	371	334	212	250	524	409
gbgene3905	358	226	87	82	62	161	187	184
gbgene3906	216	90	61	78	233	286	287	213
gbgene3907	3	0	11	3	7	27	16	35
gbgene3908	110	180	283	197	92	255	128	140
gbgene3909	12	12	17	9	11	9	10	5
gbgene3910	144	109	74	187	123	76	204	215
gbgene3911	4408	2543	1816	3220	2011	877	3206	3016
gbgene3912	1064	397	759	726	613	698	847	925
gbgene3913	91	59	0	0	1	0	0	0
gbgene3914	43	4	2	7	10	0	23	13
gbgene3915	0	0	0	0	0	0	0	0
gbgene3916	56	1	939	651	41	1442	192	494
gbgene3917	0	0	0	1	0	0	0	0
gbgene3918	132	21	24	40	24	126	62	51
gbgene3919	2	0	6	0	0	6	0	6
gbgene3920	0	0	46	31	8	1	12	10
gbgene3921	40	1	16	44	11	0	14	25
gbgene3922	3	0	7	8	0	0	4	0
gbgene3923	0	0	1	0	0	0	2	2
gbgene3924	0	0	0	0	0	0	1	0
gbgene3925	81	30	30	37	19	14	37	38
gbgene3926	1675	420	348	202	174	427	359	306
gbgene3927	4261	2349	1503	2701	2052	366	2999	3358
gbgene3928	495	139	268	410	250	179	425	506
gbgene3929	762	154	328	284	216	239	329	356
gbgene3931	0	0	0	0	0	0	0	0
gbgene3930	291	172	131	270	160	0	133	250
gbgene3932	85	52	286	409	58	180	35	104
gbgene3933	0	1	0	0	0	1	2	0
gbgene3934	0	36	25	18	0	25	0	0
gbgene3935	1	0	0	12	0	0	0	0
gbgene3936	0	0	0	0	0	0	0	0
gbgene3937	9	3	6	3	0	0	3	3
gbgene3938	3	24	2	4	3	4	7	2
gbgene3939	0	0	0	0	0	0	0	0
gbgene3940	0	0	0	0	2	0	4	0
gbgene3941	0	0	0	4	5	1	4	6
gbgene3942	1	0	0	4	0	0	4	0
gbgene3943	2	0	1	0	0	0	0	0
gbgene3944	2	0	0	0	0	0	4	0
gbgene3945	0	0	11	36	19	0	24	57
gbgene3946	0	0	1	0	0	0	2	0
gbgene3947	0	0	0	0	0	0	0	0
gbgene3948	0	0	1	0	0	0	0	0
gbgene3949	3	2	0	1	0	0	0	0
gbgene3950	0	0	0	0	0	0	0	0
gbgene3951	0	0	0	0	5	0	6	3
gbgene3952	59	44	32	48	18	23	75	55
gbgene3953	0	2	12	20	0	24	13	0
gbgene3954	12600	7143	5973	7614	6107	4336	9946	9971
gbgene3955	10	1	4	2	5	2	7	7
gbgene3957	0	0	0	0	0	0	0	0
gbgene3956	21	9	22	24	9	55	18	28
gbgene3958	10	11	2	0	0	0	2	2
gbgene3959	81	28	42	43	37	40	105	74
gbgene3960	685	280	173	249	197	67	318	313
gbgene3961	1188	595	306	495	385	110	629	532
gbgene3962	171	122	112	84	68	151	134	102
gbgene3963	889	964	924	935	674	1761	1106	926
gbgene3964	26	35	1	0	0	4	1	2
gbgene3965	15	23	0	0	0	0	0	3
gbgene3966	2	1	27	16	36	15	35	30
gbgene3967	0	0	0	0	0	0	0	0
gbgene3968	16	8	7	5	0	1	3	6
gbgene3969	0	0	0	0	0	0	0	0
gbgene3970	0	0	0	0	0	1	0	0
gbgene3971	21	21	0	0	1	0	0	0
gbgene3972	159	332	186	293	197	89	445	309
gbgene3973	9	5	0	0	0	0	0	0
gbgene3974	0	0	1	5	4	3	9	9
gbgene3975	0	0	0	0	0	0	0	1
gbgene3976	0	0	3	7	0	0	0	1
gbgene3977	0	1	3	2	0	0	1	1
gbgene3978	0	1	2	3	0	6	3	6
gbgene3979	0	0	1	0	0	8	0	13
gbgene3980	0	1	1	1	0	8	0	0
gbgene3981	0	0	1	1	0	2	0	0
gbgene3982	2	0	2	8	3	0	15	11
gbgene3983	0	0	0	0	0	0	0	2
gbgene3984	0	0	0	1	0	0	0	2
gbgene3985	0	0	0	0	0	0	1	0
gbgene3987	0	0	0	0	0	0	0	0
gbgene3986	0	4	0	0	0	0	0	1
gbgene3988	0	0	1	0	0	0	1	2
gbgene3989	0	9	0	0	0	0	0	4
gbgene3990	0	14	0	0	0	0	0	6
gbgene3991	0	0	0	1	0	0	0	0
gbgene3992	0	0	0	0	0	0	0	0
gbgene3993	14	16	2	15	16	0	25	31
gbgene3994	1	0	6	13	1	0	48	34
gbgene3995	17	10	17	18	18	3	38	25
gbgene3996	0	0	1	0	0	0	0	0
gbgene3997	0	0	0	0	0	0	0	0
gbgene3998	0	0	0	0	0	0	0	0
gbgene3999	0	0	0	0	1	1	8	7
gbgene4000	0	0	1	121	0	3	2	6
gbgene4001	11338	6191	7301	7574	7208	5620	12688	10057
gbgene4002	200	148	258	174	109	308	215	228
gbgene4003	83	41	59	58	65	32	107	104
gbgene4004	72	15	31	81	43	3	73	63
gbgene4005	83	37	62	105	58	22	72	70
gbgene4006	65	34	145	243	130	100	135	266
gbgene4007	28	14	18	9	5	2	6	10
gbgene4008	363	69	83	293	288	2	347	315
gbgene4009	0	0	0	0	0	1	0	2
gbgene4010	70	44	37	27	30	13	27	37
gbgene4011	1	0	0	1	0	0	0	0
gbgene4012	3	0	1	1	4	0	2	1
gbgene4013	0	0	0	0	2	0	0	0
gbgene4014	0	0	0	0	0	0	0	0
gbgene4015	12	3	0	0	1	4	2	0
gbgene4016	4	0	0	0	0	0	0	0
gbgene4017	0	1	0	0	0	0	0	0
gbgene4018	0	0	0	0	0	0	0	0
gbgene4019	4	0	0	0	0	0	0	0
gbgene4020	0	0	0	0	0	0	0	0
gbgene4021	0	0	0	0	0	0	0	0
gbgene4022	0	0	0	0	0	0	0	0
gbgene4023	8	3	41	1	4	8	116	11
gbgene4024	13	1	1437	821	784	1097	1027	467
gbgene4025	1843	828	18027	17277	11765	16170	18370	12203
gbgene4026	0	5	7	0	0	2	1	1
gbgene4027	0	149	203	148	153	167	537	348
gbgene4028	83	20	15	28	39	1	34	43
gbgene4029	4	10	1	8	3	2	25	4
gbgene4030	0	0	0	0	0	0	0	1
gbgene4031	54	34	39	36	10	60	42	33
gbgene4032	0	0	1	0	5	1	0	1
gbgene4033	28	8	9	12	9	19	24	12
gbgene4034	0	0	0	0	0	0	0	0
gbgene4035	0	0	0	1	0	1	0	0
gbgene4036	17	2	57	22	19	37	14	25
gbgene4037	2	0	0	6	0	0	0	0
gbgene4038	0	0	0	1	0	0	0	0
gbgene4039	187	105	247	207	180	271	336	319
gbgene4041	0	0	0	0	0	0	0	0
gbgene4040	17	11	6	3	3	17	0	0
gbgene4042	0	0	0	0	0	0	0	0
gbgene4043	284	107	332	913	562	1526	568	1509
gbgene4044	264	141	296	302	169	314	292	361
gbgene4045	224	169	169	257	119	106	264	361
gbgene4046	103	38	173	156	80	191	184	165
gbgene4047	1253	786	797	923	507	532	804	948
gbgene4048	893	872	952	1291	870	595	1615	1679
gbgene4049	1636	1340	2134	3002	1591	874	3047	3196
gbgene4050	4859	1713	3329	3193	2164	2101	3723	3469
gbgene4051	18	12	9	6	0	0	6	6
gbgene4052	10873	5982	6374	4263	3450	7702	5588	6312
gbgene4053	15	2	9	7	0	5	0	0
gbgene4054	76	33	121	75	64	44	145	72
gbgene4055	5	7	14	3	4	9	6	8
gbgene4056	15	6	20	19	14	12	33	33
gbgene4057	0	0	0	0	0	0	0	0
gbgene4058	0	0	0	0	0	0	0	0
gbgene4059	1	0	0	0	0	0	0	0
gbgene4060	0	0	0	0	0	0	0	0
gbgene4061	3	0	0	1	0	5	0	0
gbgene4062	0	0	0	0	0	0	0	0
