transcripts	GO-terms
gbgene333	GO:0035282,GO:1900242,GO:0014016,GO:0007400,GO:0017148,GO:0007420,GO:0007402,GO:0007419,GO:0045180,GO:0008582,GO:0008356,GO:0030371,GO:0010629,GO:0099738,GO:0006417,GO:0005737,GO:0005515,GO:0009303,GO:1902692,GO:0003730,GO:0008285,GO:0007405,GO:0014019,GO:0045179,GO:0050767,GO:0008270,GO:0055060,GO:0005829,GO:0045182,GO:0007406,GO:0030182,GO:0048477,GO:0043025
gbgene334	GO:0008270,GO:0005737,GO:0045047,GO:0005783,GO:0043161
gbgene335	
gbgene336	
gbgene337	
gbgene338	
gbgene339	GO:0034220,GO:0043005,GO:0045472,GO:0005887,GO:0050877,GO:0004888,GO:0019182,GO:0009636,GO:0005230,GO:1902476,GO:0030534,GO:0043052,GO:0045202,GO:0006821,GO:0007268,GO:0016021,GO:0005254,GO:0019183,GO:0007165,GO:0030594,GO:0042391
gbgene340	GO:0004842,GO:0000209,GO:0005737,GO:0061630,GO:0031624,GO:0006511,GO:0005634
gbgene341	GO:0031267,GO:0005794,GO:0016020,GO:0016192
gbgene342	GO:0006508,GO:0004252,GO:0005794,GO:0035103
gbgene343	GO:0046600,GO:0008017
gbgene344	GO:0001676,GO:0005777,GO:0045289,GO:0015645,GO:0016405,GO:0006637,GO:0006633,GO:0046949,GO:0004467
gbgene345	
gbgene346	
gbgene347	
gbman.GBUE001133-PA.1	GO:0048149,GO:0016021,GO:0042803,GO:0050911,GO:0019236,GO:0032880,GO:0004984,GO:0015278,GO:0005516,GO:0005929,GO:0005549,GO:0032590,GO:0030425,GO:0005886,GO:0042048,GO:0007608
gbgene349	GO:0004674,GO:1900244,GO:0045893,GO:0018105,GO:0045666,GO:0005524,GO:0004712,GO:0046777,GO:0007632,GO:0043195,GO:0045786,GO:0046622,GO:0045927,GO:0004860,GO:0003713,GO:0008355,GO:0007623,GO:0005634,GO:0007399,GO:0035331,GO:2000253,GO:0018107,GO:0045887
gbgene350	GO:0006882,GO:0016021,GO:0005794,GO:0010312,GO:0016323,GO:0005385,GO:0055085,GO:0006829
gbgene351	GO:0048268,GO:0005737,GO:0005905,GO:0035612,GO:0005543,GO:0005886,GO:0072583,GO:0030136
gbman.GBUE018177-PA.1	GO:0005856,GO:0007520,GO:1901739,GO:0005737
gbgene354	GO:0016747
gbgene355	GO:0061632,GO:0071014,GO:0000398
gbgene356	
gbgene357	
gbgene358	
gbgene359	GO:0030717,GO:0004674,GO:0050684,GO:0005737,GO:0035556,GO:0007056,GO:0018105,GO:0005524,GO:0000245,GO:0005634
gbgene360	GO:0061575,GO:0042393,GO:0031145,GO:0006468,GO:0043130,GO:0019005,GO:0005515,GO:0035186,GO:0007144,GO:0007143,GO:0007057,GO:0007488,GO:0051225,GO:0000307,GO:0019901,GO:0007346
gbgene361	GO:0033627,GO:0062023,GO:0007517,GO:0032991,GO:0005509,GO:0005927,GO:0005576,GO:0008201,GO:0016203
gbgene362	GO:0045944,GO:0006355,GO:0098847,GO:0090263,GO:0006357,GO:0005634,GO:0009880
gbgene363	GO:0033627,GO:0062023,GO:0007517,GO:0032991,GO:0005509,GO:0005927,GO:0005576,GO:0008201,GO:0016203
gbgene364	
gbgene365	GO:0007298,GO:0031954,GO:0007443,GO:0008347,GO:2000683,GO:0070851,GO:0061327,GO:0007391,GO:0008284,GO:0048018,GO:0035099,GO:0035313,GO:0030335,GO:0048010,GO:0030031,GO:0005615,GO:0046330,GO:1903688,GO:0008201,GO:0005172,GO:0008083,GO:0060548,GO:0007435,GO:0016020
gbgene366	GO:0016529,GO:0005891,GO:0070588,GO:0030315,GO:0005245
gbgene367	GO:0034220,GO:0043005,GO:0005887,GO:0050877,GO:0004888,GO:1904456,GO:0042752,GO:0030321,GO:0005230,GO:1902476,GO:0045202,GO:0022852,GO:0007268,GO:0061797,GO:0005254,GO:0060012,GO:0007165,GO:0030594,GO:0042391
gbman.GBUE008661-PA.1	GO:0014067,GO:0009267,GO:0000045,GO:0042060,GO:0019898,GO:0061709,GO:0061723,GO:0000422,GO:0006914,GO:0032266,GO:0034727,GO:0010506,GO:0035069,GO:0044805,GO:0035096,GO:0000407,GO:0016236
gbgene368	
gbgene369	GO:0014067,GO:0009267,GO:0000045,GO:0042060,GO:0019898,GO:0061709,GO:0061723,GO:0000422,GO:0006914,GO:0032266,GO:0034727,GO:0010506,GO:0035069,GO:0044805,GO:0035096,GO:0000407,GO:0016236
gbgene370	GO:0003143,GO:0034446,GO:0048513,GO:0008406,GO:0005604,GO:0045089,GO:0016477,GO:0050829,GO:0007476,GO:0033627,GO:0055013,GO:0071711,GO:0009887,GO:0062023,GO:0070831,GO:0009888,GO:0030198,GO:0043256,GO:0005925
gbgene371	GO:0051726,GO:0070776,GO:0010698,GO:0043966,GO:0006357
gbgene372	GO:0005739,GO:0042393,GO:0006338,GO:0006355,GO:0035092,GO:0010698,GO:0005886,GO:0006357,GO:0035041,GO:0005737,GO:0000723,GO:0016590,GO:0070776,GO:0006334,GO:0005634,GO:0000785,GO:0051726,GO:0043966,GO:0003682
gbgene373	GO:1903723,GO:0007099,GO:0000242
gbgene374	
gbgene375	
gbgene376	
gbgene377	
gbgene378	
gbgene379	GO:0045819,GO:0008188,GO:0016021,GO:0016042,GO:0009267,GO:0097003,GO:0005887,GO:0042277,GO:0033500,GO:0070328,GO:0097004,GO:0007186,GO:0004930,GO:0055088,GO:0042593
gbgene380	GO:0120009,GO:1902387,GO:0035627,GO:0005794,GO:0005829,GO:0120017,GO:0005783,GO:0070273,GO:0097001,GO:0035621,GO:1902388,GO:0006665
gbgene381	GO:0150012,GO:0001725,GO:2000394,GO:2000601,GO:1903119,GO:0030027,GO:0061573,GO:0090443
gbgene382	
gbgene383	
gbgene384	GO:0008270,GO:0046872,GO:0005737,GO:0016567,GO:0061630
gbgene385	GO:0071763,GO:0005639
gbgene386	GO:0033540,GO:0042803,GO:0006635,GO:0005777,GO:0004300,GO:0003857,GO:0080023,GO:0044594
gbgene387	GO:0005615,GO:0008258,GO:0050832,GO:0005198,GO:0016021,GO:0016327,GO:0035159,GO:0007391,GO:0004866,GO:0016323,GO:0005918,GO:0019991,GO:0005886,GO:0016328,GO:0006910,GO:0016324
gbgene388	GO:0016021,GO:0006814,GO:0005887,GO:0070588,GO:0008273,GO:0006874,GO:0006816,GO:0005262,GO:0048749
gbgene389	
gbgene390	GO:0016021,GO:0006814,GO:0005887,GO:0070588,GO:0008273,GO:0006874,GO:0006816,GO:0005262,GO:0048749
gbgene391	
gbgene392	GO:0005739,GO:0006635,GO:0031305,GO:0004174,GO:0022900
gbgene393	
gbgene394	
gbgene395	GO:0045450,GO:0001700,GO:0042803,GO:0036464,GO:0004527,GO:0000398,GO:0005737,GO:0007300,GO:0005515,GO:0007317,GO:0003727,GO:0045451,GO:0000932,GO:0007283,GO:0071011,GO:0008595
gbgene396	GO:0051156,GO:0006006,GO:0004345,GO:0005829,GO:0006739,GO:0050661,GO:0009051,GO:0006098
gbgene397	
gbgene398	GO:0000978,GO:0007417,GO:0030182,GO:0006357,GO:0005634,GO:0000981
gbgene399	
gbgene400	GO:0016020,GO:0005044,GO:0005737
gbgene401	
gbgene402	
gbgene403	GO:0008150,GO:0003674,GO:0005575
gbgene404	
gbgene406	
gbman.GBUE004965-PA.1	GO:0008061,GO:0005576
gbgene407	GO:0005178,GO:0030055,GO:0005737,GO:0007160,GO:0048738,GO:0007229,GO:0050839,GO:0050829
gbgene408	GO:0006357,GO:0046983,GO:0000978,GO:0000981
gbgene409	GO:0006508,GO:0017171,GO:0004185,GO:0033227
gbgene410	GO:0001700,GO:0004674,GO:0004693,GO:0005524,GO:0005886,GO:0020037,GO:0005737,GO:0006468,GO:0005515,GO:0090263,GO:0000083,GO:0004672,GO:0002009,GO:0007552,GO:0002168,GO:0048589,GO:0005634,GO:0005829,GO:0030332
gbgene411	
gbgene412	
gbgene413	GO:0042734,GO:0007614,GO:0007269,GO:0048788,GO:0007615,GO:0008344,GO:0043679,GO:0048167,GO:0048790,GO:0098882,GO:1990709,GO:0048786,GO:0031594,GO:0007268,GO:0007274,GO:0048789
gbgene414	GO:0042734,GO:0007614,GO:0007269,GO:0048788,GO:0007615,GO:0008344,GO:0043679,GO:0048167,GO:0048790,GO:0098882,GO:1990709,GO:0048786,GO:0031594,GO:0007268,GO:0007274,GO:0048789
gbman.GBUE020993-PA.1	GO:0005615,GO:0046330,GO:0060250,GO:0007517,GO:0005109,GO:0045165,GO:0005102,GO:0005125,GO:0007424,GO:0030182,GO:0005576,GO:0048675,GO:0060070
gbgene416	
gbgene417	GO:0012505,GO:0030176
gbgene418	GO:0007605,GO:0016020,GO:0005886
gbgene419	GO:0005739,GO:0005741,GO:0003674,GO:0007005,GO:0006119
gbgene420	GO:0106140,GO:0005737,GO:0035212,GO:0046329,GO:0043066,GO:0070815,GO:0006909,GO:0033746,GO:0033749,GO:0005634,GO:0018395
gbgene421	
gbgene422	
gbgene423	GO:1902004,GO:0005802
gbgene424	GO:0035250,GO:0043229,GO:0006491
gbgene425	GO:0006869,GO:0016021,GO:0005319,GO:0140359,GO:0055085,GO:0043231,GO:0042626,GO:0005524
gbgene426	GO:0005783,GO:0034976,GO:1904294,GO:0048190
gbgene427	GO:0045874,GO:0005118,GO:0042051,GO:0005737,GO:0048488,GO:0005515,GO:0005829,GO:0007349,GO:0007391,GO:0008045,GO:0072583,GO:0030424
gbgene428	
gbgene429	
gbgene430	
gbgene431	GO:0012505,GO:0016021,GO:0005783,GO:0061024,GO:0071786
gbgene432	
gbgene433	
gbgene434	GO:0005615,GO:0035073,GO:0005122,GO:0007278,GO:0008293,GO:0007362,GO:0007281,GO:0030546,GO:0110074,GO:0008358,GO:0040018,GO:0009880
gbgene435	GO:0008270,GO:0006508,GO:2001223,GO:0030198,GO:0004222,GO:0030707,GO:0030713,GO:0031012,GO:0048477
gbgene436	GO:0008270,GO:0006508,GO:2001223,GO:0030198,GO:0004222,GO:0030707,GO:0030713,GO:0031012,GO:0048477
gbgene437	
gbgene438	
gbgene439	
gbgene440	GO:0005615,GO:0030104,GO:0006970,GO:0042756,GO:0042745,GO:0045475,GO:1903998,GO:0009269,GO:0005179,GO:0005184,GO:0005576,GO:0007218,GO:0007623,GO:2000292
gbman.GBUE000170-PA.1	GO:0016567,GO:0007367,GO:0005737,GO:0005515,GO:0043161,GO:0031648,GO:0042308,GO:0001654,GO:0045879,GO:0030162,GO:0046330,GO:0001745,GO:1901044,GO:0005634,GO:0031625,GO:0042803,GO:0051865,GO:0045732,GO:0043065,GO:0070936,GO:0031463
gbman.GBUE020953-PA.1	GO:0008270,GO:0000978,GO:0016042,GO:0003707,GO:0048856,GO:0030154,GO:0032869,GO:0034440,GO:0004879,GO:0006357,GO:0042593,GO:0005634
gbgene443	GO:0022857,GO:0055085,GO:0005764
gbgene444	
gbgene445	
gbgene446	
gbgene447	
gbgene448	
gbgene449	
gbgene450	
gbgene451	
gbgene452	GO:0008150,GO:0003674,GO:0005575
gbgene453	
gbgene454	GO:0006508,GO:0004198,GO:0007399,GO:0005737
gbgene455	GO:0005747
gbgene456	
gbman.GBUE000803-PA.1	GO:0060074,GO:0051124,GO:0061631,GO:0000209,GO:0007630,GO:0035370,GO:0007629,GO:0010942,GO:0007409,GO:0046330,GO:0007625,GO:0070534,GO:1903265,GO:0006979,GO:0031624,GO:0061057,GO:0048471,GO:0045977,GO:0031625,GO:0005634,GO:0072347,GO:0007412,GO:0006301,GO:0008594
gbgene458	GO:0071949,GO:0012505,GO:0030126,GO:0004128,GO:0006890,GO:0010883
gbgene459	GO:0006338,GO:0017025,GO:0006268,GO:0008134,GO:0006357,GO:0032502,GO:0000122,GO:0035218,GO:0003697,GO:0017055,GO:0005515,GO:0003677,GO:0045892,GO:0008348,GO:0005634,GO:0043388,GO:0007379,GO:0008301,GO:0005700
gbgene460	
gbgene461	
gbgene462	
gbgene463	GO:0005737,GO:0003743,GO:0032790,GO:0006413,GO:0001731
gbgene464	GO:0003677,GO:0005634
gbgene465	
gbgene466	GO:0008150,GO:0003674,GO:0005575
gbgene467	
gbgene468	
gbgene469	
gbgene470	
gbgene471	
gbgene472	
gbgene473	
gbgene474	GO:0045455,GO:0016491,GO:0016614,GO:0050660
gbgene475	
gbgene476	
gbgene477	
gbgene478	GO:0005730,GO:0006364,GO:0003723,GO:0019843,GO:0000027
gbgene479	GO:0004535,GO:0004843,GO:0031251,GO:0005515,GO:0000932,GO:0006397,GO:0000900,GO:0000289
gbgene480	GO:0006508,GO:0004252
gbgene481	GO:0006508,GO:0004252
gbgene482	GO:0006508,GO:0004252
gbgene483	GO:0006508,GO:0004252
gbgene484	GO:0006508,GO:0004252
gbgene485	GO:0006508,GO:0004252
gbgene486	GO:0017171,GO:0006508,GO:0004252,GO:0004175,GO:0009620,GO:0035006
gbgene487	
gbgene488	GO:0006508,GO:0004252
gbgene489	GO:0006508,GO:0004252
gbgene490	GO:0006508,GO:0004252
gbgene491	GO:0006508,GO:0017171,GO:0004252
gbgene492	
gbgene493	
gbgene494	
gbgene495	
gbgene496	GO:0005887,GO:0007166,GO:0007186,GO:0004930
gbgene497	
gbgene498	GO:0005739,GO:0010121,GO:0005737,GO:0005829,GO:0030170,GO:0004587,GO:0042802,GO:0019544,GO:0006591
gbgene499	GO:0005739,GO:0010121,GO:0005737,GO:0005829,GO:0030170,GO:0004587,GO:0042802,GO:0019544,GO:0006591
gbgene500	GO:0046847,GO:0005654,GO:0005829,GO:0051764,GO:0005543,GO:0051017,GO:0061024,GO:2000251,GO:0007009,GO:0030838
gbgene501	GO:0046847,GO:0005654,GO:0005829,GO:0051764,GO:0005543,GO:0051017,GO:0061024,GO:2000251,GO:0007009,GO:0030838
gbgene502	
gbgene503	
gbgene504	GO:0005793,GO:0006508,GO:0000902,GO:0030145,GO:0032504,GO:0070006,GO:0005737,GO:1905808,GO:0030134,GO:0030173,GO:0007476,GO:0005615,GO:0003674,GO:0005789,GO:0005801,GO:0006888,GO:0070971,GO:0009306,GO:0008233
gbman.GBUE020973-PA.1	
gbgene505	GO:0034220,GO:0043005,GO:0006811,GO:0005887,GO:0050877,GO:0005261,GO:1904456,GO:0005886,GO:0042752,GO:0015276,GO:1902476,GO:0016933,GO:0004890,GO:0022851,GO:0045202,GO:0022852,GO:0007268,GO:0016021,GO:0005254,GO:0060012,GO:0007165,GO:0030594,GO:0042391
gbgene506	GO:0034220,GO:0043005,GO:0006811,GO:0005887,GO:0050877,GO:0005261,GO:1904456,GO:0005886,GO:0042752,GO:0015276,GO:1902476,GO:0016933,GO:0004890,GO:0022851,GO:0045202,GO:0022852,GO:0007268,GO:0016021,GO:0005254,GO:0060012,GO:0007165,GO:0030594,GO:0042391
gbman.GBUE011190-PA.1	
gbgene508	GO:0034220,GO:0043005,GO:0006811,GO:0005887,GO:0050877,GO:0005261,GO:1904456,GO:0005886,GO:0042752,GO:0015276,GO:1902476,GO:0016933,GO:0004890,GO:0022851,GO:0045202,GO:0022852,GO:0007268,GO:0016021,GO:0005254,GO:0060012,GO:0007165,GO:0030594,GO:0042391
gbgene509	
gbgene510	
gbgene511	GO:0006829,GO:0055085,GO:0016021,GO:0008324
gbgene512	
gbgene513	GO:0045944,GO:0000785,GO:0005704,GO:0031490,GO:0005515,GO:0006606,GO:0035080,GO:0005643
gbgene514	GO:0035066,GO:0006338,GO:0070461,GO:0005634,GO:0003713,GO:0005515,GO:0000791,GO:0016573,GO:0043967,GO:0140672,GO:0043966,GO:0006357,GO:0003682
gbgene515	
gbgene516	GO:0003674,GO:0099518,GO:0005769
gbgene517	GO:0019408,GO:0016095,GO:0005783,GO:0006488,GO:0003865,GO:0019348
gbgene518	GO:0012505,GO:0018279,GO:0005737,GO:0035010,GO:1903830,GO:0008250,GO:0016477
gbgene519	GO:0006396,GO:0003729,GO:0003723,GO:0008173
gbgene520	
gbgene521	
gbgene522	GO:0043005,GO:0045169,GO:0072659,GO:0007165,GO:0030507,GO:0005886,GO:0044325,GO:0008093,GO:0045170
gbgene523	
gbgene524	GO:0045944,GO:0001700,GO:0035291,GO:0016204,GO:0006355,GO:0007350,GO:0007419,GO:0045087,GO:0006357,GO:0007367,GO:0007526,GO:0010468,GO:0035203,GO:0007476,GO:0000981,GO:0035288,GO:0000978,GO:0042694,GO:0048814,GO:0035287,GO:0009608,GO:0048813,GO:0035289,GO:0007474
gbgene525	
gbgene526	
gbgene527	
gbgene528	GO:0006508,GO:0004252
gbgene529	GO:0071632,GO:0050802,GO:1903294,GO:0008340,GO:0005249,GO:0055085,GO:0045475,GO:0007637,GO:0016020,GO:0071484,GO:0045938,GO:0006813,GO:0014059,GO:0016057
gbgene530	
gbgene531	GO:0071632,GO:0050802,GO:1903294,GO:0008340,GO:0005249,GO:0055085,GO:0045475,GO:0007637,GO:0016020,GO:0071484,GO:0045938,GO:0006813,GO:0014059,GO:0016057
gbgene532	
gbgene533	
gbgene534	
gbgene535	
gbgene536	
gbgene537	
gbgene538	
gbgene539	
gbgene540	
gbman.GBUE020972-PA.1	GO:0016021,GO:0038023,GO:0050907,GO:0005886,GO:0015276
gbgene543	
gbgene544	
gbgene545	GO:0016021,GO:0046956,GO:1904274,GO:0001745,GO:0031175,GO:0035160,GO:0016328,GO:0005886,GO:0061689,GO:0048477
gbgene546	GO:0034993,GO:0034399,GO:0000724,GO:0043495,GO:0006998,GO:0005639,GO:0005635,GO:0051647,GO:0007097,GO:0048471
gbgene547	GO:0016021,GO:0050708,GO:0010841,GO:0004252,GO:0005783,GO:0005789,GO:0042059,GO:0042058
gbgene548	
gbgene549	
gbgene550	GO:0008270,GO:0002192,GO:0007472,GO:0005737,GO:0003729,GO:0045182,GO:0003727,GO:2000767,GO:1905538
gbgene551	GO:0000122,GO:0005634,GO:0045944,GO:0010468
gbgene552	GO:0016021,GO:1902600,GO:0015252
gbgene553	GO:0016021,GO:0031902,GO:0006887,GO:0031201,GO:0000149,GO:0008333,GO:0097352,GO:0006906,GO:0044754,GO:0019905,GO:0005484
gbgene554	GO:0004674,GO:0005524,GO:0035556,GO:0006468
gbgene555	
gbgene556	GO:0005739,GO:0006790,GO:0005758,GO:0043546,GO:0008482,GO:0007584,GO:0020037,GO:0030151
gbgene557	
gbgene558	
gbgene559	GO:0016021,GO:1902600,GO:0015252
gbgene560	
gbgene561	GO:0005654,GO:0050684,GO:0043565,GO:0003729,GO:0000381,GO:0016363,GO:0006357,GO:0003723,GO:0005634
gbgene562	
gbgene563	
gbgene564	
gbgene565	GO:0007018,GO:0008574,GO:0008017,GO:0005871,GO:0003777,GO:0005524,GO:0016887,GO:0005874
gbgene566	GO:0007018,GO:0008574,GO:0008017,GO:0005871,GO:0003777,GO:0005524,GO:0016887,GO:0005874
gbgene567	GO:0008623,GO:0006338,GO:0005634,GO:0046982
gbgene568	GO:0004559,GO:0006491,GO:0005795,GO:0000139,GO:0016063,GO:0006517,GO:0035010,GO:0015923,GO:0005783,GO:0004572,GO:0006013,GO:0030246
gbgene569	GO:0016706,GO:0008150,GO:0005737
gbman.GBUE020222-PA.1	GO:0045466,GO:0045944,GO:0005654,GO:0043971,GO:0031490,GO:0000123,GO:0045880,GO:0004402,GO:0032922,GO:0007224,GO:0008134,GO:0008347,GO:0040040,GO:0048749,GO:0043993,GO:0032991,GO:0005515,GO:0007416,GO:1990226,GO:0035097,GO:0061629,GO:0090263,GO:0016055,GO:0030097,GO:0051568,GO:0007088,GO:0043983,GO:0001745,GO:0003713,GO:0005667,GO:0045475,GO:0030707,GO:0090090,GO:0008140,GO:0005634,GO:0008270,GO:0043982,GO:0007269,GO:0007464,GO:0016573,GO:0043974,GO:0000076,GO:0005700,GO:0044017
gbman.GBUE000034-PA.1	GO:0045466,GO:0045944,GO:0005654,GO:0043971,GO:0070577,GO:0031490,GO:0006355,GO:0000123,GO:0045880,GO:0004402,GO:0032922,GO:0007224,GO:0008134,GO:0008347,GO:0040040,GO:0048749,GO:0043993,GO:0032991,GO:0005515,GO:0007416,GO:1990226,GO:0035097,GO:0061629,GO:0090263,GO:0016055,GO:0030097,GO:0035064,GO:0051568,GO:0007088,GO:0043983,GO:0001745,GO:0003713,GO:0005667,GO:0045475,GO:0030707,GO:0090090,GO:0008140,GO:0005634,GO:0008270,GO:0043982,GO:0007269,GO:0007464,GO:0016573,GO:0043974,GO:0000076,GO:0005700,GO:0044017
gbgene571	GO:0035100,GO:0016020,GO:0012505,GO:0005886
gbgene572	
gbgene573	GO:0007155,GO:0062023,GO:0031012,GO:1901739
gbgene574	
gbgene575	
gbgene576	
gbgene577	
gbgene578	
gbgene579	GO:0015248,GO:0005829,GO:0032934,GO:0043231,GO:0016020
gbgene580	GO:0050832,GO:0007422,GO:0007403,GO:0007400,GO:0006355,GO:0003729,GO:0007379,GO:0008586,GO:0007411,GO:0035222,GO:0007173,GO:0048106,GO:0035321,GO:0090263,GO:0006357,GO:0005634,GO:0048749
gbgene581	
gbgene582	GO:0007155,GO:0062023,GO:0031012,GO:1901739
gbgene583	GO:0000978,GO:0030154,GO:0006357,GO:0005634,GO:0000981
gbgene584	
gbgene585	
gbgene586	GO:0004672,GO:0051019,GO:0005737,GO:0006468,GO:0035556,GO:0045793,GO:0018105,GO:0005516,GO:0005524,GO:0009931,GO:0046777,GO:0009651,GO:0005634,GO:0046328,GO:0004683
gbgene587	
gbgene588	
gbgene589	GO:0002142,GO:0000086,GO:0007605,GO:0051015,GO:0045177,GO:0030507,GO:0005929,GO:0032426,GO:0005886
gbgene590	
gbgene591	
gbgene592	GO:0007015,GO:0030674,GO:0031532,GO:0031594,GO:0051015,GO:0005794,GO:0097113,GO:0008017,GO:0005884,GO:0030426,GO:0007411,GO:0005881
gbgene593	GO:0003674,GO:0005634,GO:0007291
gbgene594	
gbgene595	
gbgene596	
gbgene597	GO:0016788,GO:0008340
gbgene598	GO:0003143,GO:0034446,GO:0048513,GO:0008406,GO:0005604,GO:0045089,GO:0016477,GO:0050829,GO:0007476,GO:0033627,GO:0055013,GO:0005856,GO:0071711,GO:0009887,GO:0062023,GO:0070831,GO:0009888,GO:0030198,GO:0043256,GO:0005925
gbman.GBUE000058-PA.1	GO:1904263,GO:0008286,GO:0033500,GO:1903940,GO:0005525,GO:0045887,GO:0005886,GO:1904503,GO:0003924,GO:0007264,GO:0090070,GO:0030307,GO:1902669,GO:0055088,GO:2000377,GO:0010942,GO:0002052,GO:0010507,GO:0042632,GO:0045727,GO:0010506,GO:0045793,GO:0007430,GO:0000082,GO:0019003,GO:0045176,GO:0035264,GO:0042594
gbgene600	
gbgene601	
gbman.GBUE000060-PA.1	GO:0000086,GO:0006470,GO:0007369,GO:0045792,GO:0004725,GO:0005737,GO:0045977,GO:0110032,GO:0007030,GO:0007099,GO:0008284,GO:0007488,GO:0005694,GO:0010971,GO:0005634,GO:0007346,GO:0045931
gbgene603	GO:0005615,GO:0006508,GO:0004252
gbgene604	GO:0005794,GO:0032472,GO:0070588,GO:0032468,GO:0005384,GO:0046873,GO:0015085,GO:0071421
gbman.GBUE010520-PA.1	GO:0020037,GO:0016705,GO:0005506,GO:0004497
gbman.GBUE021092-PA.1	GO:0008150,GO:0005575,GO:0008484
gbgene607	GO:0042734,GO:0007605,GO:0007614,GO:1900074,GO:0000226,GO:0007528,GO:0043195,GO:0036062,GO:0007165,GO:0070050,GO:0005886,GO:0031594,GO:0048675,GO:0045887
gbgene608	
gbgene609	GO:0006900,GO:0005771,GO:0000815,GO:0032511,GO:0016197,GO:0009898
gbgene610	GO:0007059,GO:0007283,GO:0005524,GO:0005886,GO:0061024,GO:0005737,GO:0004594,GO:0071480,GO:0000278,GO:0007476,GO:0015937,GO:0032465,GO:0040011,GO:0045475,GO:0006979,GO:0005634,GO:0005829,GO:0005819,GO:0070328,GO:0048477,GO:0051321
gbgene611	GO:0047718,GO:0005654,GO:0005829,GO:0004032,GO:0016319
gbgene612	GO:0047718,GO:0005829,GO:0004032,GO:0005654
gbgene613	GO:0005654,GO:0034046,GO:1990904,GO:0008266,GO:0009408,GO:0000381,GO:0003730,GO:0000792,GO:0048026,GO:0008585,GO:0043565,GO:0001745,GO:0005634,GO:0000785,GO:0035062,GO:0003729,GO:0000278,GO:0005703,GO:0042594
gbgene614	GO:0045893
gbgene615	GO:1903818,GO:0007424,GO:0035152,GO:0030431,GO:0032222,GO:0035158,GO:0008362
gbgene616	
gbgene617	
gbgene618	
gbgene619	GO:0006508,GO:0017171,GO:0004252
gbgene620	GO:0042078,GO:0005844,GO:0006417,GO:0005737,GO:0019827,GO:0022416,GO:0003729,GO:0045182,GO:0017148,GO:0001709,GO:0071456,GO:0000900,GO:0001752,GO:0003723,GO:0005634,GO:0010629
gbgene621	GO:0051787,GO:0012505,GO:0101031,GO:0005783,GO:0051085
gbgene622	GO:0000122,GO:0005730,GO:0006364,GO:0003677
gbgene623	GO:0005786,GO:0005047,GO:0008312,GO:0030942,GO:0006614
gbgene624	GO:0000122,GO:0005634,GO:0045944,GO:0010468
gbgene625	GO:0000978,GO:0007528,GO:0007420,GO:0006357,GO:0000792,GO:0000981
gbgene626	GO:0008150,GO:0003674,GO:0005575
gbgene627	
gbgene628	GO:1902369,GO:0035194,GO:0071013,GO:0000398
gbgene629	GO:0019773,GO:0005737,GO:0000502,GO:0008340,GO:0010498,GO:0005839,GO:0007370,GO:0043161,GO:0006511,GO:0005634
gbgene630	GO:0043021,GO:0001514,GO:1990904,GO:0035368,GO:0003730,GO:0035613
gbgene631	GO:0007015,GO:0051016,GO:0051490,GO:0051489,GO:0000902,GO:0008290,GO:0051015,GO:0046329,GO:0046982,GO:0005912,GO:0016324,GO:0007294,GO:0035220,GO:0140591,GO:0030036,GO:0030018,GO:0030837,GO:0051491,GO:0010591,GO:0071203
gbgene632	GO:0050802,GO:0004674,GO:0035331,GO:0005737,GO:0006468,GO:1905857,GO:0008286,GO:0035556,GO:0018107,GO:0005524,GO:0055088,GO:0010897,GO:0042149,GO:0042594
gbman.GBUE021318-PA.1	
gbgene634	
gbgene635	
gbgene636	GO:0035218,GO:0005634
gbgene637	
gbgene638	
gbgene639	
gbgene640	
gbgene641	
gbgene642	GO:0012505,GO:0006812,GO:0030176,GO:0015662,GO:0006874,GO:0140567,GO:0005789,GO:0019829,GO:0005524,GO:0140569,GO:0016887
gbgene643	GO:0004521,GO:0003727,GO:0005759
gbgene644	GO:0010181,GO:0051539,GO:0008137,GO:0006120,GO:0051287,GO:0005747
gbgene645	GO:0010888,GO:0046627,GO:0005524,GO:0051898,GO:2000060,GO:0032436,GO:0045839,GO:0046982,GO:0048640,GO:0004672,GO:0031434,GO:0007370,GO:0043405,GO:0045793,GO:0005634,GO:0042803,GO:0005829,GO:0051726,GO:0042593,GO:0004860
gbgene646	GO:0033528,GO:0009086,GO:0008898
gbgene647	GO:0006508,GO:0017171,GO:0004185,GO:0033227
gbgene648	
gbgene649	GO:0004167,GO:0005576
gbgene650	GO:0016021
gbgene651	
gbgene652	
gbgene653	
gbgene654	GO:0012505,GO:0016021,GO:0048278,GO:0005794,GO:0000139,GO:0000138,GO:0006886,GO:0007269,GO:0005515,GO:0016081,GO:0031201,GO:0000149,GO:0016192,GO:0005764,GO:0005886,GO:0006906,GO:0048193,GO:0005484
gbgene655	GO:0016021,GO:0006897,GO:0045332,GO:0006890,GO:0140326,GO:0005524,GO:0005886,GO:0016887,GO:0005768,GO:0005802,GO:0000287
gbgene656	
gbgene657	
gbgene658	GO:0016887,GO:0005524
gbgene659	
gbgene660	
gbgene661	GO:0022890,GO:0072546,GO:0005794,GO:0005769,GO:0005886
